pow,pos,poa,algorand,ouroboros,avalanche,fnp2,con_two,con_many,majority
1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.56
1.0,1.0,1.0,1.0,1.0,1.0,0.54,1.0,1.0,0.46
1.0,1.0,1.0,1.0,1.0,1.0,0.58,1.0,1.0,0.54
1.0,1.0,1.0,1.0,1.0,1.0,0.54,1.0,1.0,0.68
1.0,1.0,1.0,1.0,1.0,1.0,0.58,1.0,1.0,0.54
1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,0.4
1.0,1.0,1.0,1.0,1.0,1.0,0.48,1.0,1.0,0.46
1.0,1.0,1.0,1.0,1.0,1.0,0.54,1.0,1.0,0.36
1.0,1.0,1.0,1.0,1.0,1.0,0.54,1.0,1.0,0.36
1.0,1.0,1.0,1.0,1.0,1.0,0.38,1.0,1.0,0.38
1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.4
1.0,1.0,1.0,1.0,1.0,1.0,0.56,1.0,1.0,0.52
1.0,1.0,1.0,1.0,1.0,1.0,0.48,1.0,1.0,0.48
1.0,1.0,1.0,1.0,1.0,1.0,0.48,1.0,1.0,0.56
1.0,1.0,1.0,1.0,1.0,1.0,0.44,1.0,1.0,0.48
1.0,1.0,1.0,1.0,1.0,1.0,0.62,1.0,1.0,0.44
1.0,1.0,1.0,1.0,1.0,1.0,0.44,1.0,1.0,0.54
1.0,1.0,1.0,1.0,1.0,1.0,0.62,1.0,1.0,0.48
1.0,1.0,1.0,1.0,1.0,1.0,0.54,1.0,1.0,0.42
1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,0.5
1.0,1.0,1.0,1.0,1.0,1.0,0.56,1.0,1.0,0.36
1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,0.42
1.0,1.0,1.0,1.0,1.0,1.0,0.56,1.0,1.0,0.5
1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,0.5
1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,0.5
1.0,1.0,1.0,1.0,1.0,1.0,0.44,1.0,1.0,0.54
1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,0.48
1.0,1.0,1.0,1.0,1.0,1.0,0.38,1.0,1.0,0.5
1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,0.46
1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,0.46
1.0,1.0,1.0,1.0,1.0,1.0,0.54,1.0,1.0,0.42
1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.4
1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.56
1.0,1.0,1.0,1.0,1.0,1.0,0.68,1.0,1.0,0.44
1.0,1.0,1.0,1.0,1.0,1.0,0.48,1.0,1.0,0.52
1.0,1.0,1.0,1.0,1.0,1.0,0.68,1.0,1.0,0.56
1.0,1.0,1.0,1.0,1.0,1.0,0.66,1.0,1.0,0.52
1.0,1.0,1.0,1.0,1.0,1.0,0.48,1.0,1.0,0.52
1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.42
1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,0.46
1.0,1.0,1.0,1.0,1.0,1.0,0.44,1.0,1.0,0.44
1.0,1.0,1.0,1.0,1.0,1.0,0.44,1.0,1.0,0.56
1.0,1.0,1.0,1.0,1.0,1.0,0.42,1.0,1.0,0.48
1.0,1.0,1.0,1.0,1.0,1.0,0.54,1.0,1.0,0.52
1.0,1.0,1.0,1.0,1.0,1.0,0.62,1.0,1.0,0.42
1.0,1.0,1.0,1.0,1.0,1.0,0.38,1.0,1.0,0.62
1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.48
1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.6
1.0,1.0,1.0,1.0,1.0,1.0,0.54,1.0,1.0,0.4
1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,0.62
1.0,1.0,1.0,1.0,1.0,1.0,0.46,1.0,1.0,0.44
1.0,1.0,1.0,1.0,1.0,1.0,0.46,1.0,1.0,0.38
1.0,1.0,1.0,1.0,1.0,1.0,0.48,1.0,1.0,0.48
1.0,1.0,1.0,1.0,1.0,1.0,0.54,1.0,1.0,0.56
1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.46
1.0,1.0,1.0,1.0,1.0,1.0,0.56,1.0,1.0,0.58
1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5
1.0,1.0,1.0,1.0,1.0,1.0,0.54,1.0,1.0,0.52
1.0,1.0,1.0,1.0,1.0,1.0,0.48,1.0,1.0,0.46
1.0,1.0,1.0,1.0,1.0,1.0,0.46,1.0,1.0,0.56
1.0,1.0,1.0,1.0,1.0,1.0,0.46,1.0,1.0,0.46
1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,0.46
1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,0.54
1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.48
1.0,1.0,1.0,1.0,1.0,1.0,0.42,1.0,1.0,0.52
1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,0.52
1.0,1.0,1.0,1.0,1.0,1.0,0.56,1.0,1.0,0.56
1.0,1.0,1.0,1.0,1.0,1.0,0.46,1.0,1.0,0.5
1.0,1.0,1.0,1.0,1.0,1.0,0.3,1.0,1.0,0.5
1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.66
1.0,1.0,1.0,1.0,1.0,1.0,0.42,1.0,1.0,0.5
1.0,1.0,1.0,1.0,1.0,1.0,0.42,1.0,1.0,0.62
1.0,1.0,1.0,1.0,1.0,1.0,0.54,1.0,1.0,0.48
1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,0.62
1.0,1.0,1.0,1.0,1.0,1.0,0.46,1.0,1.0,0.48
1.0,1.0,1.0,1.0,1.0,1.0,0.42,1.0,1.0,0.44
1.0,1.0,1.0,1.0,1.0,1.0,0.46,1.0,1.0,0.4
1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.54
1.0,1.0,1.0,1.0,1.0,1.0,0.54,1.0,1.0,0.42
1.0,1.0,1.0,1.0,1.0,1.0,0.42,1.0,1.0,0.42
1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,0.38
1.0,1.0,1.0,1.0,1.0,1.0,0.44,1.0,1.0,0.42
1.0,1.0,1.0,1.0,1.0,1.0,0.54,1.0,1.0,0.5
1.0,1.0,1.0,1.0,1.0,1.0,0.36,1.0,1.0,0.46
1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,0.58
1.0,1.0,1.0,1.0,1.0,1.0,0.62,1.0,1.0,0.5
1.0,1.0,1.0,1.0,1.0,1.0,0.44,1.0,1.0,0.42
1.0,1.0,1.0,1.0,1.0,1.0,0.48,1.0,1.0,0.56
1.0,1.0,1.0,1.0,1.0,1.0,0.48,1.0,1.0,0.44
1.0,1.0,1.0,1.0,1.0,1.0,0.56,1.0,1.0,0.4
1.0,1.0,1.0,1.0,1.0,1.0,0.56,1.0,1.0,0.58
1.0,1.0,1.0,1.0,1.0,1.0,0.46,1.0,1.0,0.44
1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,0.48
1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,0.6
1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,0.56
1.0,1.0,1.0,1.0,1.0,1.0,0.54,1.0,1.0,0.46
1.0,1.0,1.0,1.0,1.0,1.0,0.54,1.0,1.0,0.46
1.0,1.0,1.0,1.0,1.0,1.0,0.54,1.0,1.0,0.56
1.0,1.0,1.0,1.0,1.0,1.0,0.54,1.0,1.0,0.58
1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,0.5
1.0,1.0,1.0,1.0,1.0,1.0,0.54,1.0,1.0,0.42
1.0,1.0,1.0,1.0,1.0,1.0,0.38,1.0,1.0,0.46
1.0,1.0,1.0,1.0,1.0,1.0,0.48,1.0,1.0,0.62
1.0,1.0,1.0,1.0,1.0,1.0,0.46,1.0,1.0,0.56
1.0,1.0,1.0,1.0,1.0,1.0,0.46,1.0,1.0,0.62
1.0,1.0,1.0,1.0,1.0,1.0,0.64,1.0,1.0,0.48
1.0,1.0,1.0,1.0,1.0,1.0,0.56,1.0,1.0,0.6
1.0,1.0,1.0,1.0,1.0,1.0,0.46,1.0,1.0,0.62
1.0,1.0,1.0,1.0,1.0,1.0,0.58,1.0,1.0,0.6
1.0,1.0,1.0,1.0,1.0,1.0,0.44,1.0,1.0,0.46
1.0,1.0,1.0,1.0,1.0,1.0,0.68,1.0,1.0,0.52
1.0,1.0,1.0,1.0,1.0,1.0,0.56,1.0,1.0,0.4
1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,0.5
1.0,1.0,1.0,1.0,1.0,1.0,0.62,1.0,1.0,0.58
1.0,1.0,1.0,1.0,1.0,1.0,0.58,1.0,1.0,0.38
1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.58
1.0,1.0,1.0,1.0,1.0,1.0,0.44,1.0,1.0,0.46
1.0,1.0,1.0,1.0,1.0,1.0,0.58,1.0,1.0,0.56
1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.42
1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.46
1.0,1.0,1.0,1.0,1.0,1.0,0.54,1.0,1.0,0.42
1.0,1.0,1.0,1.0,1.0,1.0,0.56,1.0,1.0,0.42
1.0,1.0,1.0,1.0,1.0,1.0,0.46,1.0,1.0,0.42
1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,0.46
1.0,1.0,1.0,1.0,1.0,1.0,0.44,1.0,1.0,0.58
1.0,1.0,1.0,1.0,1.0,1.0,0.46,1.0,1.0,0.56
1.0,1.0,1.0,1.0,1.0,1.0,0.42,1.0,1.0,0.48
1.0,1.0,1.0,1.0,1.0,1.0,0.44,1.0,1.0,0.56
1.0,1.0,1.0,1.0,1.0,1.0,0.42,1.0,1.0,0.42
1.0,1.0,1.0,1.0,1.0,1.0,0.56,1.0,1.0,0.46
1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,0.52
1.0,1.0,1.0,1.0,1.0,1.0,0.48,1.0,1.0,0.5
1.0,1.0,1.0,1.0,1.0,1.0,0.56,1.0,1.0,0.5
1.0,1.0,1.0,1.0,1.0,1.0,0.32,1.0,1.0,0.46
1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,0.52
1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,0.44
1.0,1.0,1.0,1.0,1.0,1.0,0.66,1.0,1.0,0.54
1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,0.48
1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,0.38
1.0,1.0,1.0,1.0,1.0,1.0,0.56,1.0,1.0,0.56
1.0,1.0,1.0,1.0,1.0,1.0,0.56,1.0,1.0,0.48
1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,0.44
1.0,1.0,1.0,1.0,1.0,1.0,0.54,1.0,1.0,0.6
1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,0.5
1.0,1.0,1.0,1.0,1.0,1.0,0.48,1.0,1.0,0.46
1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.5
1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.42
1.0,1.0,1.0,1.0,1.0,1.0,0.46,1.0,1.0,0.56
1.0,1.0,1.0,1.0,1.0,1.0,0.48,1.0,1.0,0.52
1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.46
1.0,1.0,1.0,1.0,1.0,1.0,0.56,1.0,1.0,0.56
1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,0.44
1.0,1.0,1.0,1.0,1.0,1.0,0.44,1.0,1.0,0.42
1.0,1.0,1.0,1.0,1.0,1.0,0.56,1.0,1.0,0.66
1.0,1.0,1.0,1.0,1.0,1.0,0.42,1.0,1.0,0.48
1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5
1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.56
1.0,1.0,1.0,1.0,1.0,1.0,0.46,1.0,1.0,0.42
1.0,1.0,1.0,1.0,1.0,1.0,0.48,1.0,1.0,0.52
1.0,1.0,1.0,1.0,1.0,1.0,0.44,1.0,1.0,0.36
1.0,1.0,1.0,1.0,1.0,1.0,0.48,1.0,1.0,0.46
1.0,1.0,1.0,1.0,1.0,1.0,0.38,1.0,1.0,0.48
1.0,1.0,1.0,1.0,1.0,1.0,0.46,1.0,1.0,0.6
1.0,1.0,1.0,1.0,1.0,1.0,0.54,1.0,1.0,0.5
1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.52
1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,0.46
1.0,1.0,1.0,1.0,1.0,1.0,0.34,1.0,1.0,0.48
1.0,1.0,1.0,1.0,1.0,1.0,0.38,1.0,1.0,0.46
1.0,1.0,1.0,1.0,1.0,1.0,0.54,1.0,1.0,0.46
1.0,1.0,1.0,1.0,1.0,1.0,0.46,1.0,1.0,0.48
1.0,1.0,1.0,1.0,1.0,1.0,0.54,1.0,1.0,0.56
1.0,1.0,1.0,1.0,1.0,1.0,0.46,1.0,1.0,0.54
1.0,1.0,1.0,1.0,1.0,1.0,0.66,1.0,1.0,0.44
1.0,1.0,1.0,1.0,1.0,1.0,0.48,1.0,1.0,0.4
1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,0.44
1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,0.52
1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,0.56
1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,0.42
1.0,1.0,1.0,1.0,1.0,1.0,0.48,1.0,1.0,0.56
1.0,1.0,1.0,1.0,1.0,1.0,0.54,1.0,1.0,0.54
1.0,1.0,1.0,1.0,1.0,1.0,0.46,1.0,1.0,0.5
1.0,1.0,1.0,1.0,1.0,1.0,0.56,1.0,1.0,0.44
1.0,1.0,1.0,1.0,1.0,1.0,0.58,1.0,1.0,0.4
1.0,1.0,1.0,1.0,1.0,1.0,0.62,1.0,1.0,0.48
1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,0.54
1.0,1.0,1.0,1.0,1.0,1.0,0.42,1.0,1.0,0.56
1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.52
1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,0.64
1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,0.66
1.0,1.0,1.0,1.0,1.0,1.0,0.46,1.0,1.0,0.48
1.0,1.0,1.0,1.0,1.0,1.0,0.64,1.0,1.0,0.42
1.0,1.0,1.0,1.0,1.0,1.0,0.54,1.0,1.0,0.52
1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,0.48
1.0,1.0,1.0,1.0,1.0,1.0,0.44,1.0,1.0,0.62
1.0,1.0,1.0,1.0,1.0,1.0,0.46,1.0,1.0,0.46
1.0,1.0,1.0,1.0,1.0,1.0,0.42,1.0,1.0,0.64
1.0,1.0,1.0,1.0,1.0,1.0,0.46,1.0,1.0,0.5
1.0,1.0,1.0,1.0,1.0,1.0,0.54,1.0,1.0,0.52
1.0,1.0,1.0,1.0,1.0,1.0,0.44,1.0,1.0,0.52
1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,0.42
1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.54
1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,0.44
1.0,1.0,1.0,1.0,1.0,1.0,0.42,1.0,1.0,0.58
1.0,1.0,1.0,1.0,1.0,1.0,0.44,1.0,1.0,0.58
1.0,1.0,1.0,1.0,1.0,1.0,0.44,1.0,1.0,0.48
1.0,1.0,1.0,1.0,1.0,1.0,0.56,1.0,1.0,0.56
1.0,1.0,1.0,1.0,1.0,1.0,0.54,1.0,1.0,0.44
1.0,1.0,1.0,1.0,1.0,1.0,0.54,1.0,1.0,0.48
1.0,1.0,1.0,1.0,1.0,1.0,0.56,1.0,1.0,0.54
1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.6
1.0,1.0,1.0,1.0,1.0,1.0,0.54,1.0,1.0,0.52
1.0,1.0,1.0,1.0,1.0,1.0,0.58,1.0,1.0,0.5
1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.48
1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.44
1.0,1.0,1.0,1.0,1.0,1.0,0.54,1.0,1.0,0.48
1.0,1.0,1.0,1.0,1.0,1.0,0.58,1.0,1.0,0.62
1.0,1.0,1.0,1.0,1.0,1.0,0.48,1.0,1.0,0.58
1.0,1.0,1.0,1.0,1.0,1.0,0.42,1.0,1.0,0.6
1.0,1.0,1.0,1.0,1.0,1.0,0.48,1.0,1.0,0.6
1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.42
1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.54
1.0,1.0,1.0,1.0,1.0,1.0,0.54,1.0,1.0,0.48
1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.46
1.0,1.0,1.0,1.0,1.0,1.0,0.68,1.0,1.0,0.42
1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.6
1.0,1.0,1.0,1.0,1.0,1.0,0.36,1.0,1.0,0.46
1.0,1.0,1.0,1.0,1.0,1.0,0.48,1.0,1.0,0.56
1.0,1.0,1.0,1.0,1.0,1.0,0.46,1.0,1.0,0.52
1.0,1.0,1.0,1.0,1.0,1.0,0.48,1.0,1.0,0.44
1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,0.48
1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.44
1.0,1.0,1.0,1.0,1.0,1.0,0.48,1.0,1.0,0.52
1.0,1.0,1.0,1.0,1.0,1.0,0.48,1.0,1.0,0.4
1.0,1.0,1.0,1.0,1.0,1.0,0.42,1.0,1.0,0.5
1.0,1.0,1.0,1.0,1.0,1.0,0.46,1.0,1.0,0.54
1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,0.44
1.0,1.0,1.0,1.0,1.0,1.0,0.58,1.0,1.0,0.5
1.0,1.0,1.0,1.0,1.0,1.0,0.58,1.0,1.0,0.64
1.0,1.0,1.0,1.0,1.0,1.0,0.58,1.0,1.0,0.48
1.0,1.0,1.0,1.0,1.0,1.0,0.46,1.0,1.0,0.52
1.0,1.0,1.0,1.0,1.0,1.0,0.3,1.0,1.0,0.64
1.0,1.0,1.0,1.0,1.0,1.0,0.48,1.0,1.0,0.6
1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,0.42
1.0,1.0,1.0,1.0,1.0,1.0,0.46,1.0,1.0,0.42
1.0,1.0,1.0,1.0,1.0,1.0,0.48,1.0,1.0,0.64
1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,0.48
1.0,1.0,1.0,1.0,1.0,1.0,0.46,1.0,1.0,0.6
1.0,1.0,1.0,1.0,1.0,1.0,0.44,1.0,1.0,0.42
1.0,1.0,1.0,1.0,1.0,1.0,0.44,1.0,1.0,0.52
1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.54
1.0,1.0,1.0,1.0,1.0,1.0,0.54,1.0,1.0,0.52
1.0,1.0,1.0,1.0,1.0,1.0,0.56,1.0,1.0,0.62
1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,0.5
1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,0.34
1.0,1.0,1.0,1.0,1.0,1.0,0.56,1.0,1.0,0.56
1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.6
1.0,1.0,1.0,1.0,1.0,1.0,0.32,1.0,1.0,0.42
1.0,1.0,1.0,1.0,1.0,1.0,0.46,1.0,1.0,0.58
1.0,1.0,1.0,1.0,1.0,1.0,0.46,1.0,1.0,0.44
1.0,1.0,1.0,1.0,1.0,1.0,0.46,1.0,1.0,0.48
1.0,1.0,1.0,1.0,1.0,1.0,0.34,1.0,1.0,0.58
1.0,1.0,1.0,1.0,1.0,1.0,0.42,1.0,1.0,0.44
1.0,1.0,1.0,1.0,1.0,1.0,0.48,1.0,1.0,0.46
1.0,1.0,1.0,1.0,1.0,1.0,0.54,1.0,1.0,0.6
1.0,1.0,1.0,1.0,1.0,1.0,0.42,1.0,1.0,0.5
1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,0.34
1.0,1.0,1.0,1.0,1.0,1.0,0.56,1.0,1.0,0.5
1.0,1.0,1.0,1.0,1.0,1.0,0.46,1.0,1.0,0.52
1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,0.48
1.0,1.0,1.0,1.0,1.0,1.0,0.38,1.0,1.0,0.58
1.0,1.0,1.0,1.0,1.0,1.0,0.48,1.0,1.0,0.38
1.0,1.0,1.0,1.0,1.0,1.0,0.42,1.0,1.0,0.54
1.0,1.0,1.0,1.0,1.0,1.0,0.44,1.0,1.0,0.52
1.0,1.0,1.0,1.0,1.0,1.0,0.44,1.0,1.0,0.68
1.0,1.0,1.0,1.0,1.0,1.0,0.44,1.0,1.0,0.52
1.0,1.0,1.0,1.0,1.0,1.0,0.46,1.0,1.0,0.46
1.0,1.0,1.0,1.0,1.0,1.0,0.66,1.0,1.0,0.44
1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,0.52
1.0,1.0,1.0,1.0,1.0,1.0,0.46,1.0,1.0,0.52
1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.5
1.0,1.0,1.0,1.0,1.0,1.0,0.54,1.0,1.0,0.38
1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.56
1.0,1.0,1.0,1.0,1.0,1.0,0.36,1.0,1.0,0.58
1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,0.52
1.0,1.0,1.0,1.0,1.0,1.0,0.58,1.0,1.0,0.5
1.0,1.0,1.0,1.0,1.0,1.0,0.44,1.0,1.0,0.46
1.0,1.0,1.0,1.0,1.0,1.0,0.46,1.0,1.0,0.56
1.0,1.0,1.0,1.0,1.0,1.0,0.58,1.0,1.0,0.42
1.0,1.0,1.0,1.0,1.0,1.0,0.58,1.0,1.0,0.44
1.0,1.0,1.0,1.0,1.0,1.0,0.54,1.0,1.0,0.54
1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,0.46
1.0,1.0,1.0,1.0,1.0,1.0,0.66,1.0,1.0,0.5
1.0,1.0,1.0,1.0,1.0,1.0,0.56,1.0,1.0,0.58
1.0,1.0,1.0,1.0,1.0,1.0,0.48,1.0,1.0,0.5
1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,0.62
1.0,1.0,1.0,1.0,1.0,1.0,0.48,1.0,1.0,0.6
1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,0.48
1.0,1.0,1.0,1.0,1.0,1.0,0.46,1.0,1.0,0.5
1.0,1.0,1.0,1.0,1.0,1.0,0.46,1.0,1.0,0.4
1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,0.46
1.0,1.0,1.0,1.0,1.0,1.0,0.54,1.0,1.0,0.54
1.0,1.0,1.0,1.0,1.0,1.0,0.58,1.0,1.0,0.52
1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,0.46
1.0,1.0,1.0,1.0,1.0,1.0,0.56,1.0,1.0,0.56
